,Property Name,Price,House Type,Area in sq ft,No. of Bedrooms,No. of Bathrooms,No. of Receptions,Location,City/County,Postal Code
3051,Boat Race House,220000,Penthouse,1715,2,2,2,63 Mortlake High Street,London,SW14 8HL
3052,Boat Race House,180000,Penthouse,1490,2,2,2,63 Mortlake High Street,London,SW14 8HL
3053,Warwick Way,68000,Flat / Apartment,681,2,2,2,,London,SW1V 1QR
3054,Butler House,92500,New development,1033,3,3,3, Maida Vale,London,W9 2DP
3055,Westbourne Terrace Road,180000,Flat / Apartment,1441,3,3,3,Little Venice,London,W2 6NG
3056,Packington Street,10000,Flat / Apartment,923,2,2,2,Islington,London,N1 8RA
3057,Vincent Close,176500,House,3354,5,5,5,Esher,Surrey,KT10 8AW
3058,Horseshoe Court,83500,Flat / Apartment,744,2,2,2,11 Brewhouse Yard,London,EC1V 4JU
3059,Tring Avenue,190000,House,2599,5,5,5,,London,W5 3QD
3060,Jackson & Joseph Building,190000,Flat / Apartment,2114,2,2,2,8 Princelet Street,London,E1 6QJ
3061,Upper Richmond Road,54000,Flat / Apartment,615,2,2,2,Putney,London,SW15 2TX
3062,Palm House,899950,Flat / Apartment,1025,3,3,3,70 Sancroft Street,London,SE11 5AH
3063,Macaulay Road,595000,House,6776,8,8,8,Clapham,London,SW4 0QX
3064,Poppyfield House,46000,Flat / Apartment,767,2,2,2,Copperwood Place,London,SE10 8GD
3065,Ormond House,73000,Flat / Apartment,626,2,2,2,Medway Street,London,SW1P 2TB
3066,Lingfield Road,149500,Flat / Apartment,1618,3,3,3,,London,SW19 4PU
3067,Blue Row Cottage,52500,House,833,3,3,3,Upshirebury Green,Essex,EN9 3ST
3068,Carlton Hill,119500,Flat / Apartment,839,2,2,2,St. John's Wood,London,NW8 0JY
3069,Eardley Crescent,77500,Flat / Apartment,828,2,2,2,,London,SW5 9JS
3070,Anhalt Road,320000,House,2634,5,5,5,Battersea,London,SW11 4NZ
3071,Clare Hill,249500,House,4185,6,6,6,Esher,Surrey,KT10 9NB
3072,Hardman Road,699950,House,1037,3,3,3,Kingston upon Thames,Surrey,KT2 6RH
3073,Carew Road,50000,Flat / Apartment,955,2,2,2,Northwood,Middlesex,HA6 3NL
3074,Almeric Road,699999,Flat / Apartment,970,2,2,2,,London,SW11 1HL
3075,Ellington Street,50000,Flat / Apartment,462,1,1,1,,London,N7 8PL
3076,Seymour Road,115000,House,1774,4,4,4,East Molesey,Surrey,KT8 0PB
3077,17 Lillie Square,217000,New development,1083,3,3,3, Earls Court,London,SW6 1UE
3078,Queen's Gate Terrace,139500,Flat / Apartment,924,2,2,2,,London,SW7 5PL
3079,Brynmaer Road,230000,House,2062,4,4,4,,London,SW11 4EW
3080,Eagle Point,899995,Flat / Apartment,863,2,2,2, Old Street,London,EC1V 1AR
3081,Battersea High Street,90000,House,902,2,2,2,,London,SW11 3HX
3082,Norfolk Road,639500,House,2944,3,3,3,St. John's Wood,London,NW8 6HE
3083,Belgravia Court,135000,Flat / Apartment,750,2,2,2,33 Ebury Street,London,SW1W 0NY
3084,Icon Apartments,50000,Penthouse,4004,4,4,4, Pimlico,London,SW1V 3JY
3085,Queensmill Road,230000,House,2713,6,6,6,Fulham,London,SW6 6JP
3086,Welbeck House,610000,Flat / Apartment,2625,5,5,5, Marylebone,London,W1G 9XE
3087,Castlebar Hill,95000,House,968,2,2,2,Ealing,London,W5 1TD
3088,St. George's Square,232500,Penthouse,1895,4,4,4,Pimlico,London,SW1V 3QN
3089,Ingram Avenue,1795000,House,14358,7,7,7,Hampstead Garden Suburb,London,NW11 6TL
3090,Coleherne Court,119500,Flat / Apartment,1039,3,3,3,Old Brompton Road,London,SW5 0EE
3091,Airedale Avenue,225000,House,1874,5,5,5,Chiswick,London,W4 2NW
3092,Bridges Wharf,59500,Flat / Apartment,674,2,2,2, Battersea,London,SW11 3GZ
3093,Birdhurst Road,70000,Flat / Apartment,801,3,3,3,,London,SW18 1AR
3094,Ann Street,67500,Flat / Apartment,736,2,2,2,,London,N1 7FF
3095,Quartz House,80000,Flat / Apartment,907,2,2,2, Ealing,London,W5 2XA
3096,Kings Road,110000,Flat / Apartment,1156,2,2,2,,London,SW10 0TX
3097,Kingsway,99500,Flat / Apartment,685,2,2,2,,London,WC2B 6EL
3098,North Gate,350000,Flat / Apartment,2423,4,4,4, St. John's Wood,London,NW8 7EJ
3099,Burlington Gardens,395000,House,4188,7,7,7,Chiswick,London,W4 4LT
3100,South Terrace,675000,House,3719,5,5,5,,London,SW7 2TB
3101,Wilton Place,90000,House,4039,5,5,5,,London,SW1X 8RL
3102,Bentley Priory,70000,Flat / Apartment,1221,3,3,3, Stanmore,Middlesex,HA7 3FB
3103,Oaklands Estate,50000,Flat / Apartment,945,4,4,4,Clapham,London,SW4 8AG
3104,Kirby Street,95000,Flat / Apartment,870,2,2,2,Clerkenwell,London,EC1N 8TE
3105,St. Luke's Avenue,110000,New development,1310,2,2,2,,London,SW4 7EB
3106,Carillon Court,47000,Penthouse,496,1,1,1, Shoreditch,London,E1 5EN
3107,Petersham Road,298000,House,3433,6,6,6,Richmond,Surrey,TW10 7DA
3108,Hopkinsons Place,125000,Flat / Apartment,969,3,3,3,Primrose Hill,London,NW1 8TN
3109,Reform Street,85000,House,1017,2,2,2,Battersea,London,SW11 5AJ
3110,Tufton Court,132500,Flat / Apartment,1167,3,3,3,Tufton Street,London,SW1P 3QH
3111,The Knightsbridge Apartments,695000,Flat / Apartment,1584,3,3,3,199 Knightsbridge,London,SW7 1RH
3112,Hilliard Road,65000,House,1386,4,4,4,Northwood,Middlesex,HA6 1SP
3113,St. Peters Square,340000,House,2441,4,4,4,Hammersmith,London,W6 9AB
3114,Drake House,165000,Flat / Apartment,1189,2,2,2,76 Marsham Street,London,SW1P 4LY
3115,The Belvedere,275000,Flat / Apartment,2080,4,4,4, Chelsea,London,SW10 0XA
3116,Wheatley Street,220000,Flat / Apartment,1119,2,2,2,Marylebone,London,W1G 8PS
3117,Ellerby Street,387500,House,4095,7,7,7, Fulham,London,SW6 6EY
3118,Cornwall Gardens,435000,Penthouse,2494,3,3,3,,London,SW7 4BQ
3119,Colefax Building,47500,Flat / Apartment,542,1,1,1,23 Plumbers Row,London,E1 1EQ
3120,Sculpture House,45000,Flat / Apartment,738,2,2,2,4 Killick Way,London,E1 3FE
3121,Westbourne Terrace,145000,Flat / Apartment,1067,2,2,2,,London,W2 6QT
3122,Durham Terrace,225000,Flat / Apartment,1539,2,2,2,,London,W2 5PB
3123,New Road,475000,House,8081,7,7,7,Esher,Surrey,KT10 9PG
3124,Cedars Road,350000,House,3001,5,5,5,Barnes,London,SW13 0HP
3125,New Atlas Wharf,86500,Flat / Apartment,1551,3,3,3,3 Arnhem Place,London,E14 3SS
3126,Benbow House,825000,Penthouse,4555,5,5,5, Southwark,London,SE1 9DS
3127,Kent Terrace,750000,House,3792,5,5,5,Regent's Park,London,NW1 4RP
3128,Park Street,792500,House,2648,4,4,4,Mayfair,London,W1K 2JZ
3129,Westbridge Road,525000,House,4144,6,6,6,Battersea Park,London,SW11 3PW
3130,Residence Tower,59500,Flat / Apartment,795,2,2,2,Woodberry Grove,London,N4 2BS
3131,Acfold Road,265000,House,2454,6,6,6,Fulham,London,SW6 2AL
3132,Abbey Lodge,595000,Penthouse,2220,4,4,4, St John's Wood,London,NW8 7RL
3133,North Gate,560000,Flat / Apartment,2509,4,4,4, St. John's Wood,London,NW8 7EH
3134,New Road,225000,House,3889,4,4,4,Esher,Surrey,KT10 9PG
3135,Dalling Road,110000,House,1454,4,4,4,,London,W6 0JD
3136,Doulton House,119500,Flat / Apartment,1024,3,3,3, Fulham,London,SW6 2FS
3137,Queensbridge Road,97500,Flat / Apartment,1194,3,3,3,Hackney,London,E8 3AR
3138,Windsor House,60000,Flat / Apartment,1219,3,3,3, Bushey,Hertfordshire,WD23 2RH
3139,Chiltern Place,495000,New development,1627,2,2,2,66 Chiltern Street,Marylebone,W1U 6NJ
3140,Oakhill Avenue,99500,House,1762,4,4,4,Pinner,Middlesex,HA5 3DL
3141,Hereford Road,72500,Flat / Apartment,521,1,1,1,Notting Hill,London,W2 5AJ
3142,Hollandgreen Place,275000,New development,1184,2,2,2,,London,W8 6AX
3143,South Quay Plaza,137500,New development,1203,3,3,3,Canary Wharf,London,E14 9SH
3144,Wardian West Tower,185000,Penthouse,1268,2,2,2, Canary Wharf,London,E14 9TP
3145,Kings Gate Walk,182500,New development,934,2,2,2,Victoria,London,SW1E 6AN
3146,St George's Park,807995,New development,1650,5,5,5,Suttons Lane,Hornchurch,RM12 6RS
3147,Fairacres,132500,Flat / Apartment,2403,4,4,4, Putney,London,SW15 5LX
3148,Buckingham Gate,75000,Flat / Apartment,596,1,1,1,,London,SW1E 6PB
3149,Wardian East Tower,57500,New development,531,1,1,1, Canary Wharf,London,E14 9TP
3150,Gertrude Street,142500,Flat / Apartment,983,2,2,2,,London,SW10 0JG
3151,The Arthaus Apartments,55000,Flat / Apartment,672,2,2,2,205 Richmond Road,London,E8 3FF
3152,Duchess of Bedford House,220000,Flat / Apartment,1337,3,3,3,Duchess of Bedfords Walk,London,W8 7QN
3153,Malvern Terrace,20000,House,1450,4,4,4,Islington,London,N1 1HR
3154,Regan Yard,64000,New development,794,3,3,3, London,N1 6FU,N1 6PH
3155,Aberdeen Road,350000,House,3247,5,5,5,,London,N5 2XB
3156,23 Maud Street,76500,Flat / Apartment,1234,3,3,3,Royal Docks,London,E16 1YU
3157,Mozart Terrace,750000,House,3871,5,5,5,Ebury Street,London,SW1W 8UP
3158,Gayville Road,87500,Flat / Apartment,782,2,2,2,,London,SW11 6JP
3159,The Spinney,435000,New development,8151,5,5,5,Queens Drive,Oxshott,KT22 0PL
3160,Jessel Drive,47500,House,1018,3,3,3,Loughton,Essex,IG10 2EX
3161,Boat Race House,132000,New development,1452,2,2,2,63 Mortlake High Street,London,SW14 8HL
3162,Whiston House,55000,Flat / Apartment,558,2,2,2, Halton Road,London,N1 2DH
3163,Ebury Square,539500,Flat / Apartment,1845,3,3,3,,London,SW1W 9AH
3164,Hallowell Road,30000,Flat / Apartment,573,1,1,1,Northwood,Middlesex,HA6 1DT
3165,Sussex Square,160000,Flat / Apartment,1535,4,4,4,Paddington,London,W2 2SR
3166,St John's Place,89000,Flat / Apartment,800,2,2,2,Clerkenwell,London,EC1M 4NP
3167,Junction House,86200,New development,978,3,3,3, Battersea,London,SW11 2NU
3168,Regents House,77500,New development,636,1,1,1, Battersea,London,SW11 4FA
3169,Charles Street,160000,New development,1500,3,3,3,Barnes,London,SW13 0NZ
3170,Queen's Gate Place,195000,Flat / Apartment,1376,2,2,2,,London,SW7 5NU
3171,Goodwood Court,68000,Flat / Apartment,484,1,1,1,54-57 Devonshire Street,London,W1W 5DZ
3172,Old Church Street,760000,House,2896,4,4,4,,London,SW3 5DQ
3173,Overstrand Mansions,180000,Flat / Apartment,1386,3,3,3,Prince of Wales Drive,London,SW11 4HA
3174,Overstrand Mansions,149000,Flat / Apartment,1452,3,3,3,Prince of Wales Drive,London,SW11 4EY
3175,Cranbourne Court,150000,Flat / Apartment,1088,2,2,2,Albert Bridge Road,London,SW11 4PE
3176,Enclave Court,110000,Flat / Apartment,1056,1,1,1, Clerkenwell,London,EC1V 0BH
3177,Girdlers Road,103000,Flat / Apartment,959,2,2,2,Brook Green,London,W14 0PS
3178,Television Centre,135000,Flat / Apartment,1007,2,2,2,3 Wood Crescent,London,W12 7GN
3179,Pentland House,88000,Flat / Apartment,693,2,2,2,188 Cromwell Road,London,SW5 0SJ
3180,Belgrave Court,87500,Flat / Apartment,1278,2,2,2, Canary Wharf,London,E14 8RJ
3181,Gooch House,544999,Flat / Apartment,792,2,2,2, Greenwich,London,SE10 0XL
3182,Holland Road,79900,Flat / Apartment,835,1,1,1,,London,W14 8HL
3183,Cadogan Court,525000,Flat / Apartment,2456,4,4,4, Chelsea,London,SW3 3BX
3184,Winchester Place,215000,New development,2453,4,4,4,Highgate,London,N6 5HJ
3185,Winchester Place,20000,New development,2421,4,4,4,Highgate,London,N6 5HJ
3186,Windmill Road,10000,House,2701,4,4,4,Brentford,London,TW8 9NH
3187,Green Street,385000,Flat / Apartment,995,2,2,2,Mayfair,London,W1K 6RL
3188,Christchurch,87500,Flat / Apartment,1193,2,2,2, Richmond,Surrey,TW9 2AU
3189,Lammas Park Road,70000,Flat / Apartment,1025,3,3,3,,London,W5 5JD
3190,Sedlescombe Road,20000,House,2282,4,4,4,,London,SW6 1RB
3191,Elsworthy Road,725000,New development,3185,4,4,4,Primrose Hill,London,NW3 3DS
3192,Roland Gardens,325000,Flat / Apartment,2476,4,4,4,,London,SW7 3PG
3193,Sloane Court East,107500,Flat / Apartment,724,1,1,1,,London,SW3 4TQ
3194,Bickenhall Mansions,285000,Flat / Apartment,2163,4,4,4,Bickenhall Street,London,W1U 6BU
3195,Stanley Mansions,165000,Flat / Apartment,1139,3,3,3, Chelsea,London,SW10 0AG
3196,Carrington House,170000,Flat / Apartment,788,2,2,2, Mayfair,London,W1J 7RG
3197,Winston Road,135000,House,1552,4,4,4,,London,N16 9LL
3198,Milton Grove,239500,House,2277,4,4,4,Stoke Newington,London,N16 8QY
3199,Mallord Street,575000,House,3059,5,5,5,,London,SW3 6DT
3200,West Smithfield,89500,Flat / Apartment,648,2,2,2,,London,EC1A 9DY
3201,Clarence Park Crescent,250000,House,2316,5,5,5,Stanmore,Middlesex,HA7 3GD
3202,Sandy Lodge Way,85000,House,1384,5,5,5,Northwood,Middlesex,HA6 2AS
3203,Wyndham Street,365000,House,2390,4,4,4,Marylebone,London,W1H 1DB
3204,Lowther Road,280000,House,3502,6,6,6,Barnes,London,SW13 9NP
3205,The Vineyard,59500,Flat / Apartment,632,1,1,1,Richmond,Surrey,TW10 6AS
3206,Paddock Way,349900,House,4831,5,5,5,Putney,London,SW15 3TN
3207,Danemere Street,235000,House,3134,6,6,6,Putney,London,SW15 1LT
3208,Ravenswood Park,92500,House,1607,4,4,4,Northwood,Middlesex,HA6 3PR
3209,Lavender Gardens,95000,Flat / Apartment,911,2,2,2,,London,SW11 1DJ
3210,Quarrendon Street,40000,House,3394,6,6,6, Fulham,London,SW6 3ST
3211,Icon Apartments,52500,Flat / Apartment,1030,3,3,3,32 Duckett Street,London,E1 4FX
3212,Metcalfe Court,57500,Flat / Apartment,924,2,2,2, Greenwich,London,SE10 0BZ
3213,Godolphin Road,149500,House,1965,4,4,4,Shepherd's Bush,London,W12 8JW
3214,Almeric Road,50000,Flat / Apartment,546,2,2,2,,London,SW11 1HL
3215,Manor Road South,1199950,House,2041,4,4,4,Esher,Surrey,KT10 0QL
3216,Bedford Row,30000,House,2607,5,5,5,,London,SE1 4GP
3217,Tudor House,92500,New development,666,1,1,1,Duchess Walk,London,SE1 2SA
3218,Grosvenor Square,1895000,Flat / Apartment,3541,4,4,4,,London,W1K 6LE
3219,Northumberland Place,325000,House,1929,4,4,4,Notting Hill,London,W2 5BS
3220,Eaton House,120000,Flat / Apartment,1574,3,3,3, Canary Wharf,London,E14 8RN
3221,Sandy Lodge Way,125000,House,1500,4,4,4,Northwood,Middlesex,HA6 2AS
3222,Yoakley Road,125000,House,1252,3,3,3,Stoke Newington,London,N16 0BA
3223,Chalfont House,435000,Flat / Apartment,1773,3,3,3,19-21 Chesham Street,London,SW1X 8NG
3224,Woodstock Grove,45000,Flat / Apartment,440,1,1,1,,London,W12 8LE
3225,Albert Court,295000,Flat / Apartment,1055,2,2,2,Kensington Gore,London,SW7 2BL
3226,Wellfields,10000,House,1758,4,4,4,Loughton,Essex,IG10 1NX
3227,St. Frideswides Mews,40000,House,571,1,1,1,Canary Wharf,London,E14 6LN
3228,Harcourt Terrace,120000,Flat / Apartment,569,1,1,1,,London,SW10 9JP
3229,Garthside,250000,House,4348,6,6,6, Ham,Richmond,TW10 5JA
3230,Masons Yard,95000,Flat / Apartment,519,1,1,1,St James's,London,SW1Y 6BU
3231,Redington Road,130000,Flat / Apartment,1210,3,3,3,Hampstead,London,NW3 7RR
3232,Discovery Dock Apartments West,80000,Flat / Apartment,1066,2,2,2, Canary Wharf,London,E14 9LT
3233,Manor Road,265000,House,3788,4,4,4, Loughton,Essex,IG10 4AD
3234,Manor Road,299500,House,4543,5,5,5, Loughton,Essex,IG10 4AD
3235,Pelhams Walk,235000,New development,4300,5,5,5,Esher,Surrey,KT10 8QD
3236,Pembroke Avenue,79900,House,1589,4,4,4,Surbiton,Surrey,KT5 8HW
3237,Abingdon Villas,465000,House,3343,4,4,4,,London,W8 6BX
3238,Columbia Gardens,69500,New development,551,1,1,1,,London,SW6 1FA
3239,Copsem Drive,235000,House,5011,6,6,6,Esher,Surrey,KT10 9HD
3240,New Crane Place,199900,Flat / Apartment,2247,3,3,3,,London,E1W 3TX
3241,Eaton Square,99500,Flat / Apartment,1073,2,2,2,,London,SW1W 9BD
3242,Courtyard House,120000,Flat / Apartment,1147,3,3,3, Fulham,London,SW6 2TR
3243,North Gate,299900,Flat / Apartment,1581,3,3,3,Prince Albert Road,London,NW8 7EJ
3244,Waterford Road,299500,House,2486,5,5,5, Fulham,London,SW6 2DR
3245,Earl's Court Square,52500,Flat / Apartment,420,1,1,1,,London,SW5 9DG
3246,Onedin Point,60000,Flat / Apartment,799,2,2,2,22 Ensign Street,London,E1 8JT
3247,Clapham Common North Side,699500,House,8880,7,7,7,Clapham,London,SW4 0AA
3248,Rosscourt Mansions,10000,Flat / Apartment,1156,3,3,3,Buckingham Palace Road,London,SW1W 0PR
3249,Donovan Court,87500,Flat / Apartment,648,1,1,1, London,Chelsea,SW10 9QS
3250,Park Village West,395000,House,2029,4,4,4,Regent's Park,London,NW1 4AE
3251,Harley Street,1850000,House,8603,6,6,6,Marylebone,London,W1G 6BF
3252,Amhurst Road,48500,Flat / Apartment,563,1,1,1,Hackney,London,E8 2AW
3253,Upper Wimpole Street,1275000,House,7526,6,6,6,Marylebone,London,W1G 6LG
3254,New Barns Farm,10000,House,1690,4,4,4, Chigwell,Essex,IG7 6BJ
3255,New Barns Farm,10000,New development,1636,3,3,3, Chigwell,Essex,IG7 6BJ
3256,New Barns Farm,95000,New development,1560,3,3,3, Chigwell,Essex,IG7 6BJ
3257,Bideford Avenue,65000,New development,1139,4,4,4,Perivale,Greenford,UB6 8DF
3258,Lingfield Road,129500,Flat / Apartment,1372,2,2,2,Wimbledon,London,SW19 4QA
3259,Coombe End,365000,House,5424,6,6,6,Kingston upon Thames,Surrey,KT2 7DQ
3260,Berkeley Tower,55000,Flat / Apartment,691,1,1,1, Canary Wharf,London,E14 8RP
3261,Ditton Grove,10000,New development,1610,3,3,3,Esher,Surrey,KT10 9FN
3262,Arundel Gardens,950000,House,4683,6,6,6,Notting Hill,London,W11 2LB
3263,Abbey Road,175000,Penthouse,1535,3,3,3,St John's Wood,London,NW8 9GS
3264,The Mansions,165000,Flat / Apartment,1698,4,4,4,252 Old Brompton Road,London,SW5 9HW
3265,Richard Burbidge Mansions,170000,Flat / Apartment,1796,3,3,3, Barnes,London,SW13 8RB
3266,Clapham Common North Side,68500,Flat / Apartment,655,1,1,1,,London,SW4 9SH
3267,Geraldine Road,80000,Flat / Apartment,993,2,2,2,Wandsworth,London,SW18 2NS
3268,Linksway,499500,House,8042,6,6,6,Northwood,Middlesex,HA6 2XB
3269,Wimbledon Park Road,265000,House,3468,5,5,5,Putney,London,SW18 5SJ
3270,Barnes Avenue,350000,New development,2720,5,5,5,Barnes,London,SW13 9AB
3271,New Providence Wharf,32000,Flat / Apartment,469,1,1,1, Canary Wharf,London,E14 9PL
3272,Upper Belgrave Street,850000,Penthouse,3041,3,3,3,,London,SW1X 8BD
3273,Rathbone Square,270000,New development,1087,3,3,3, Fitzrovia,London,W1T 1JN
3274,Ebury Street,309500,Flat / Apartment,1450,3,3,3,,London,SW1W 0PB
3275,Arlington Street,375000,Penthouse,1589,3,3,3,St James's,London,SW1A 1RD
3276,Moor Lane,80000,Flat / Apartment,572,1,1,1,City Of London,London,EC2Y 9BA
3277,Duncan Terrace,425000,House,2940,4,4,4,Islington,London,N1 8AG
3278,The Old Sorting Office,70000,Flat / Apartment,736,1,1,1, Barnes,London,SW13 0LF
3279,The Woods,265000,House,4828,7,7,7,Northwood,Middlesex,HA6 3EY
3280,Fife Road,475000,House,4206,4,4,4,East Sheen,London,SW14 8BJ
3281,Tenby Mansions,375000,Penthouse,2433,3,3,3, Marylebone,London,W1U 5ER
3282,Manor Road,280000,House,4378,8,8,8,Chigwell,Essex,IG7 5PQ
3283,Worship Street,110000,Flat / Apartment,1024,2,2,2,Shoreditch,London,EC2A 2AH
3284,Westleigh Avenue,269500,House,3646,7,7,7,Putney,London,SW15 6RQ
3285,Benson House,185000,New development,942,2,2,2,4 Radnor Terrace,London,W14 8FE
3286,Parnell Road,32500,Flat / Apartment,538,1,1,1,,London,E3 2RT
3287,Clapham Common North Side,275000,House,3574,6,6,6,,London,SW4 9SE
3288,Wellington House,350000,Penthouse,1662,3,3,3, Westminster,London,SW1E 6AL
3289,Colinette Road,407500,House,5675,7,7,7,Putney,London,SW15 6QG
3290,Holland Park Villas,695000,New development,1968,3,3,3,6 Campden Hill,London,W8 7AD
3291,North Grove,250000,House,2597,4,4,4,Highgate,London,N6 4SH
3292,17 Lillie Square,83000,New development,600,1,1,1, Earls Court,London,SW6 1UE
3293,17 Lillie Square,142500,New development,911,2,2,2, Earls Court,London,SW6 1UE
3294,Orchard Court,1450000,Flat / Apartment,4506,4,4,4, Marylebone,London,W1H 6LE
3295,Greville Road,699950,Flat / Apartment,901,1,1,1,St Johns Wood,London,NW6 5JA
3296,Sandpits Road,112500,House,1458,4,4,4,Richmond,Surrey,TW10 7DT
3297,"Dominion House, Barts Square",90000,New development,522,1,1,1, Farringdon,London,EC1A 7BF
3298,Beechmore Road,91500,Flat / Apartment,1186,2,2,2,,London,SW11 4ET
3299,Wilton Crescent &  Kinnerton Street,190000,House,6796,7,7,7,Belgravia,London,SW1X 8RN
3300,Denison House,52500,Flat / Apartment,844,2,2,2, Canary Wharf,London,E14 9JJ
3301,South Hill Park,110000,Flat / Apartment,781,2,2,2,Hampstead,London,NW3 2SS
3302,Allingham Court,885000,Penthouse,5138,3,3,3,44 The Bishops Avenue,London,N2 0BA
3303,Blackfriars Road,298500,New development,1835,2,2,2,,London,SE1 9GD
3304,Carlton Hill,569500,House,3110,4,4,4,St John's Wood,London,NW8 0EL
3305,Spice Court,72500,Flat / Apartment,1007,2,2,2,Asher Way,London,E1W 2JD
3306,Ikins House,2395000,New development,15405,7,7,7,Hampstead Heath,London,NW11
3307,Lancaster Gate,130000,Flat / Apartment,834,2,2,2,Bayswater,London,W2 3LH
3308,Television Centre,155000,New development,1016,2,2,2,5 Wood Crescent,London,W12 7GR
3309,Brompton Square,1549500,House,6359,7,7,7,,London,SW3 2AE
3310,Vincent Square,142500,Flat / Apartment,1218,2,2,2,Westminster,London,SW1P 2PQ
3311,Gainsborough House,617500,Penthouse,3150,3,3,3, Hampstead,London,NW3 6PZ
3312,Bartholomew Close,80000,Flat / Apartment,524,1,1,1, Barbican,London,EC1A 7BB
3313,Finchley Road,95000,Flat / Apartment,1241,3,3,3,Hampstead,London,NW3 7AA
3314,Dickens Close,310000,House,3048,5,5,5,Richmond,Surrey,TW10 7AU
3315,Canaletto Tower,320000,New development,2303,3,3,3,257 City Road,London,EC1V 1AF
3316,Barmouth Road,130000,House,1690,4,4,4,Wandsworth,London,SW18 2DS
3317,Belgrave Court,170000,Flat / Apartment,1771,3,3,3, Canary Wharf,London,E14 8RJ
3318,Wren Avenue,140000,House,1814,4,4,4,Cricklewood,London,NW2 6UH
3319,10 Park Drive,119500,New development,922,2,2,2,Canary Wharf,London,E14 9SG
3320,10 Park Drive,112500,New development,1176,2,2,2,Canary Wharf,London,E14 9QL
3321,Mansfield Street,495000,Flat / Apartment,2097,3,3,3,Marylebone,London,W1G 9NF
3322,Lincoln House,230000,Flat / Apartment,1055,2,2,2,Basil Street,London,SW3 1AW
3323,Earls Terrace,995000,House,5184,5,5,5,,London,W8 6LP
3324,Lillie Square,195000,New development,1077,3,3,3, Earls Court,London,SW6 1UE
3325,Montevetro,345000,Flat / Apartment,1954,2,2,2, Battersea,London,SW11 3YL
